monthly_income,rent,food,emi,transport,subscriptions,savings,emergency_fund_months,dependents,health_label
3065,793,359,9,254,94,1119,2,1,Stable
2958,881,413,867,195,71,272,11,1,Critical
2287,619,570,185,130,108,5,4,3,At Risk
2517,574,415,3,111,77,209,1,4,Stable
1974,342,303,511,148,63,618,7,2,Stable
3531,1081,815,70,346,141,1348,4,0,Stable
3709,826,389,972,341,104,824,11,4,Stable
7721,2294,1391,1850,389,228,1366,0,0,Critical
3011,760,396,109,297,65,1199,11,2,Stable
1993,593,309,67,171,69,681,6,3,Stable
1281,424,166,285,98,14,306,2,2,At Risk
3870,1293,408,911,144,56,957,6,2,Stable
3233,830,525,364,275,134,343,1,2,At Risk
5898,1488,1288,1550,221,230,1212,6,1,At Risk
3502,711,850,208,227,130,1370,7,0,Stable
2936,989,568,537,248,40,93,10,0,Critical
3698,893,585,460,143,49,1244,10,2,Stable
3811,668,821,381,353,90,229,9,0,Stable
2915,689,512,470,274,70,499,7,0,At Risk
1254,219,194,113,92,34,81,2,1,Stable
1799,450,228,120,144,70,209,7,1,Stable
2513,659,551,407,150,118,850,2,0,Stable
2342,509,409,370,128,36,422,8,4,Stable
2219,364,542,539,187,64,141,5,3,At Risk
3051,1033,672,595,125,60,295,5,2,At Risk
1373,418,223,137,95,61,208,6,3,Stable
7566,2404,1597,1560,492,297,930,2,4,Critical
3286,734,552,114,269,93,230,4,1,Stable
6353,1919,711,345,568,308,2466,6,2,Stable
5076,1254,901,892,381,151,798,4,1,Stable
9516,1810,2187,1589,906,166,1246,3,4,At Risk
9061,1584,2068,1441,547,94,3145,2,1,Stable
1922,420,357,365,171,33,577,10,3,Stable
2257,400,354,104,97,112,301,0,2,Stable
6883,2406,698,1654,208,331,989,6,0,At Risk
8014,1280,1175,2104,594,379,2487,6,3,Stable
1930,459,479,301,81,24,180,0,1,Critical
2318,557,484,476,228,37,438,5,0,At Risk
5930,1246,1231,1458,204,271,135,1,4,Critical
2952,780,632,575,204,122,131,8,0,At Risk
3867,696,746,504,351,141,1180,9,2,Stable
1926,590,361,394,137,81,181,8,2,Critical
1779,385,298,496,114,59,110,4,3,At Risk
2447,656,407,210,159,75,924,10,2,Stable
3649,1069,841,877,149,55,1007,9,1,At Risk
2107,690,335,630,127,80,738,0,1,At Risk
2027,642,458,463,193,58,95,8,0,Critical
4217,1145,951,393,136,206,725,9,4,Stable
7967,1813,1717,291,602,109,2146,6,4,Stable
2283,572,241,372,172,71,763,2,1,Stable
3697,1122,451,128,350,112,793,0,3,Stable
1444,470,212,199,54,66,562,6,1,Stable
10981,1875,2494,1109,866,387,2025,1,1,Stable
9308,2112,2150,1328,827,152,353,10,1,At Risk
4842,1477,514,457,182,163,1765,8,3,Stable
3229,763,480,818,158,132,861,2,3,At Risk
3174,686,722,416,220,36,1187,3,3,Stable
5276,1225,725,165,160,201,730,9,0,Stable
11024,2982,2716,2135,409,136,4266,2,0,Stable
1538,538,266,359,51,46,118,11,0,Critical
3385,841,814,431,102,57,1032,5,0,Stable
1816,348,298,329,128,56,103,7,0,At Risk
1466,267,217,196,97,43,74,2,2,At Risk
1709,270,263,103,107,60,6,6,0,Stable
2885,755,671,516,282,121,1145,4,0,Stable
3697,957,553,777,253,140,1378,0,3,At Risk
3870,739,775,289,373,136,643,8,0,Stable
5557,1606,947,1183,400,178,1077,0,0,Critical
2576,768,621,664,192,106,961,3,2,At Risk
3783,763,468,1040,142,179,1298,9,2,Stable
1329,290,218,68,79,29,499,5,2,Stable
1544,537,183,77,137,26,504,2,1,Stable
3200,719,597,834,285,99,368,10,4,At Risk
2081,628,333,427,183,69,827,11,0,At Risk
3303,794,360,128,243,79,1076,4,4,Stable
2372,732,539,352,147,68,486,3,4,Stable
1267,384,198,288,100,58,448,0,0,At Risk
3534,1002,615,211,194,72,86,10,0,At Risk
5203,1669,838,1421,268,249,480,3,3,Critical
3440,1162,596,893,291,78,534,0,2,Critical
3425,911,350,609,179,60,931,0,1,Stable
4640,916,1031,1082,193,103,1217,8,4,Stable
2875,660,430,128,282,132,3,0,1,At Risk
3763,1135,785,280,249,125,1453,2,2,Stable
3045,853,334,707,151,51,56,1,3,Critical
2365,438,422,315,145,112,359,7,3,Stable
2624,420,620,142,108,122,205,8,1,Stable
7643,2190,1220,665,383,322,720,6,0,Stable
2007,401,260,374,122,41,15,5,1,At Risk
3537,884,406,43,153,156,1373,2,2,Stable
6227,1864,1425,276,488,212,1942,2,1,Stable
4130,1084,560,250,164,168,503,8,1,Stable
3451,575,849,918,312,87,425,10,2,At Risk
2532,473,347,674,200,67,597,11,0,Stable
3562,690,613,227,238,57,375,2,0,Stable
2806,565,473,503,246,61,803,11,3,Stable
7919,2083,865,855,267,187,3050,8,0,Stable
12487,3131,2244,188,976,256,4760,1,2,Stable
1854,353,372,85,79,39,645,4,3,Stable
2295,375,484,3,114,66,190,6,4,Stable
9807,1807,1749,2895,567,355,3634,7,4,Stable
1980,686,439,385,132,27,618,3,1,At Risk
2185,532,464,86,181,39,615,5,3,Stable
11108,3593,1433,2444,501,155,2114,3,3,At Risk
1741,556,278,319,122,69,506,1,4,Stable
1351,340,163,83,65,61,3,1,4,Stable
3504,1020,420,518,142,146,462,9,0,Stable
4105,773,848,751,385,124,1609,4,2,Stable
2004,576,359,217,126,28,376,10,0,At Risk
9925,2029,1887,2854,430,400,2435,2,4,At Risk
2179,689,457,61,191,108,328,1,1,At Risk
5797,966,820,219,303,223,17,0,3,At Risk
2745,836,439,705,107,31,368,6,0,At Risk
2496,424,476,187,85,67,920,9,0,Stable
3321,1083,380,129,177,65,389,1,1,Stable
12185,2569,2741,1414,1089,544,1269,5,0,At Risk
10611,2980,1607,535,639,378,1608,2,4,Stable
3287,813,653,497,138,156,974,4,2,Stable
4153,927,1035,914,211,180,1448,1,0,At Risk
2708,755,463,613,104,107,889,7,2,Stable
3753,1274,496,341,290,91,1448,0,1,Stable
5059,800,670,1047,214,117,598,5,1,At Risk
5983,1996,652,1732,365,248,4,0,0,Critical
1530,415,329,3,49,69,597,3,1,Stable
9310,2899,1340,1805,706,125,1019,2,3,At Risk
4325,980,544,648,220,96,1662,5,0,Stable
3011,735,623,356,128,54,556,3,3,Stable
1548,501,226,97,122,17,50,5,3,At Risk
3751,873,712,139,234,38,890,8,4,Stable
1451,372,236,400,113,37,567,3,3,Stable
3336,513,500,30,205,81,780,1,2,Stable
6046,1098,1048,852,250,217,2365,5,2,Stable
2162,601,317,132,153,23,3,1,2,Stable
1538,451,354,67,141,73,332,9,2,Stable
1955,521,216,206,166,86,194,1,2,At Risk
1345,240,140,127,78,18,6,7,0,Stable
3938,941,633,545,350,188,1135,10,0,Stable
3982,880,501,589,128,195,1343,2,0,Stable
2067,514,437,312,173,20,495,5,3,Stable
1590,515,243,62,125,52,61,8,3,At Risk
1994,608,277,102,160,34,222,11,2,Stable
1472,245,226,143,58,69,7,3,0,Stable
3851,1263,511,93,117,163,364,0,3,At Risk
2834,692,410,708,147,34,898,8,2,Stable
3073,918,569,90,158,151,1207,10,4,Stable
4023,716,923,275,287,144,415,1,0,Stable
3997,1135,622,764,211,126,336,1,2,At Risk
4059,800,601,1132,171,121,1389,5,0,Stable
7783,1849,1691,314,753,357,2597,6,2,Stable
2531,388,261,333,192,105,778,3,2,Stable
2767,498,402,246,146,72,375,7,3,Stable
3597,605,603,518,254,109,972,8,0,Stable
1821,360,346,239,124,29,629,8,4,Stable
1757,298,216,304,151,79,418,11,3,Stable
3280,945,540,42,270,45,1158,0,4,Stable
3109,484,574,773,139,109,100,3,1,At Risk
7441,2035,1313,73,480,138,1705,3,0,Stable
8734,1555,1626,1499,481,215,890,10,4,Stable
4661,1580,929,1138,204,161,1555,7,0,At Risk
10842,3649,1701,374,951,293,2774,3,2,Stable
7718,1505,845,1578,254,275,1818,7,0,Stable
1982,540,214,125,91,67,23,3,0,Stable
3357,522,768,200,299,43,839,9,2,Stable
4080,1372,822,54,324,140,1220,11,0,Stable
3864,983,829,426,233,106,1210,11,1,Stable
3168,502,758,848,147,82,1201,8,0,Stable
3241,708,688,684,173,70,268,3,4,At Risk
6084,1006,1240,1037,489,243,2285,6,1,Stable
7512,1717,1490,1844,600,157,1542,11,4,At Risk
2926,830,406,733,154,44,98,8,1,At Risk
2837,692,691,505,244,135,56,8,4,At Risk
3010,682,545,280,247,47,832,2,4,Stable
3629,630,483,958,212,50,1309,1,2,At Risk
8366,1664,1099,878,691,342,3162,1,3,Stable
2949,501,655,153,106,59,15,9,0,Stable
3510,1093,482,588,203,82,442,2,2,At Risk
3131,554,332,79,253,152,798,1,4,Stable
3214,864,527,203,169,82,438,11,4,Stable
3301,721,734,839,121,65,808,7,4,Stable
2405,469,390,301,99,47,900,7,4,Stable
1304,362,287,191,93,31,176,0,0,At Risk
2260,545,506,365,224,96,183,4,0,At Risk
2361,543,539,349,224,51,774,0,3,At Risk
3056,820,575,199,173,146,627,11,3,Stable
3601,893,737,989,155,94,741,3,3,Stable
3734,786,520,760,302,66,1102,0,0,At Risk
2756,721,316,538,247,45,89,1,1,At Risk
2188,621,393,549,200,62,296,5,1,At Risk
3793,589,385,769,182,175,1516,11,2,Stable
2094,509,355,76,138,61,144,10,4,Stable
2876,464,331,292,116,58,431,7,1,Stable
8849,1657,1028,991,266,309,2800,2,4,Stable
2993,784,690,603,116,36,260,4,3,Critical
3674,1187,720,777,321,136,248,7,4,Critical
2732,892,537,456,176,112,336,6,1,At Risk
3338,547,536,400,160,64,399,5,0,Stable
2078,485,336,546,206,38,440,3,3,Stable
10923,2912,1588,1818,576,503,420,6,3,At Risk
11295,2026,1865,2791,760,318,3532,7,3,Stable
2482,752,466,690,177,39,521,0,3,Critical
6886,2057,881,873,298,80,2267,10,1,Stable
2862,946,398,249,124,119,1133,10,4,Stable
3221,488,561,359,312,44,483,11,4,Stable
1381,266,217,34,89,38,275,2,4,Stable
3896,1228,868,409,200,82,1443,0,1,At Risk
3984,1131,889,605,161,175,398,7,0,At Risk
1787,587,268,110,58,55,654,11,3,Stable
7326,1182,1227,391,702,292,2584,8,4,Stable
2528,681,623,240,117,99,441,1,1,Stable
1482,390,332,44,92,47,64,2,3,At Risk
2569,403,340,380,83,67,595,0,0,Stable
4346,1098,617,828,372,173,1410,3,3,Stable
4751,1291,534,838,236,199,889,6,2,Stable
2967,558,598,249,287,129,100,4,3,Stable
3432,702,506,886,299,145,1210,6,3,Stable
5077,1411,916,167,454,218,651,0,1,At Risk
1966,479,423,0,87,84,52,11,2,At Risk
2965,953,668,119,128,131,222,2,4,At Risk
2409,526,358,523,175,62,143,2,3,Critical
1624,330,220,384,62,59,372,5,4,Stable
3383,1173,768,777,328,166,1231,8,3,Critical
3724,1237,585,362,136,41,565,2,1,Stable
3063,477,683,803,242,98,691,4,4,Stable
1493,454,182,398,61,17,165,10,3,At Risk
3257,560,771,801,239,107,1260,5,4,Stable
3160,491,545,698,286,141,1253,10,0,Stable
4634,948,581,1169,205,191,1640,7,3,Stable
1481,301,266,292,57,58,75,1,3,At Risk
4967,1558,1144,1436,368,82,1433,9,1,At Risk
2849,832,451,538,104,91,224,3,4,At Risk
1527,528,193,75,138,38,186,7,3,Stable
8444,2468,1574,462,777,171,1189,0,0,At Risk
3904,912,879,504,326,174,776,8,2,At Risk
1487,430,175,320,84,40,577,5,0,Stable
4058,1419,431,170,236,62,1093,8,1,Stable
7298,2131,791,426,327,299,68,0,3,At Risk
2314,699,311,53,174,37,502,7,4,Stable
4795,1619,484,240,169,149,1336,1,1,Stable
8541,1475,1403,564,707,305,816,9,2,Stable
3119,907,638,522,136,139,1153,6,3,Stable
3246,1039,670,378,304,100,29,0,2,Critical
11648,3970,2277,327,953,137,741,2,4,At Risk
12043,2314,1739,572,714,441,3210,8,1,Stable
1736,435,365,270,88,40,474,5,1,Stable
3198,914,596,126,151,72,1132,6,1,Stable
4151,828,951,907,325,67,630,7,1,At Risk
12445,3361,2136,355,1152,326,2416,9,1,Stable
1770,356,224,100,170,60,269,9,3,Stable
3642,789,710,957,355,37,1451,2,3,At Risk
3319,790,406,531,317,108,1285,3,2,Stable
2276,582,556,675,181,109,407,2,0,At Risk
7410,1777,1522,339,323,299,1919,2,0,Stable
6867,1707,1465,159,366,168,508,5,4,At Risk
1589,333,320,36,90,71,393,0,4,Stable
2722,494,312,763,207,101,397,4,1,At Risk
2586,412,439,499,157,46,418,11,2,Stable
1811,342,358,183,98,76,298,8,4,Stable
8758,2333,1177,1009,481,339,435,2,2,At Risk
1540,473,310,323,106,45,171,1,0,At Risk
4162,765,928,769,343,53,560,0,2,At Risk
3702,635,522,395,180,55,779,7,2,Stable
2880,863,374,596,196,98,230,8,0,At Risk
3672,774,853,377,153,80,124,0,4,At Risk
10085,3431,1016,1368,1007,341,2496,5,4,Stable
2806,821,388,716,188,38,58,8,0,At Risk
5398,1162,869,191,247,215,1096,11,3,Stable
1955,406,392,253,145,93,146,4,4,At Risk
7930,2020,1979,218,390,219,2869,10,4,Stable
2600,431,404,30,200,124,984,10,3,Stable
2910,504,705,843,134,73,4,11,1,At Risk
2165,400,335,365,84,66,590,2,3,Stable
2647,807,540,775,125,126,349,0,0,Critical
1330,336,165,342,92,41,50,2,4,Critical
2115,321,357,625,130,54,645,5,1,Stable
10057,2863,2320,2819,830,174,3872,2,1,At Risk
3483,817,515,918,166,169,459,11,4,At Risk
3938,993,455,855,299,64,499,5,4,At Risk
2979,574,531,656,167,98,161,2,0,Critical
11268,2933,1869,3186,709,539,3037,9,3,At Risk
3918,1354,526,1148,369,40,1307,8,1,At Risk
3521,579,830,997,301,64,66,6,0,At Risk
1760,363,334,255,83,40,456,1,2,Stable
4530,899,688,1191,359,182,1320,8,0,Stable
1653,330,412,253,63,25,372,8,3,Stable
1511,341,182,255,150,63,175,4,1,Stable
2213,694,502,547,204,52,191,0,2,Critical
4068,1352,547,1013,363,177,81,9,4,Critical
3581,681,486,885,267,169,259,6,2,At Risk
2926,756,511,727,128,70,1141,8,4,Stable
3797,1053,756,486,245,138,896,0,4,At Risk
1472,374,299,234,91,33,95,11,0,At Risk
2590,613,267,196,152,69,692,1,3,Stable
2328,438,332,323,176,56,668,5,2,Stable
1726,427,343,497,141,39,270,8,1,At Risk
2273,523,530,556,111,66,489,6,4,At Risk
2433,752,487,264,185,25,370,3,2,At Risk
2607,789,364,495,144,54,271,2,1,Stable
3283,580,578,249,102,122,504,1,2,Stable
3857,646,760,239,158,77,1341,8,4,Stable
2322,770,279,290,175,44,506,6,1,Stable
11004,2829,1999,567,956,238,1524,0,1,At Risk
3660,1176,624,609,125,179,870,8,1,Stable
3205,518,482,408,131,98,299,1,4,At Risk
2975,759,575,123,185,119,359,6,0,Stable
2912,750,569,611,109,45,259,10,3,At Risk
2370,763,582,512,178,50,840,6,4,Critical
2516,426,413,672,81,102,754,1,3,At Risk
1885,373,338,402,70,71,604,3,2,Stable
9828,2273,1214,640,796,384,885,3,3,Stable
3622,1170,660,720,318,99,146,3,2,At Risk
7080,2391,746,2073,339,298,2731,4,1,Stable
2978,1037,364,761,184,115,552,7,4,Critical
2793,954,351,363,197,96,71,7,3,At Risk
3462,523,674,722,109,137,1371,5,4,Stable
3661,584,677,17,291,103,1017,10,3,Stable
2940,527,645,193,100,50,117,4,0,Stable
8452,1857,1433,1011,360,381,2370,7,2,Stable
3373,1065,577,415,274,119,364,4,2,At Risk
2322,762,288,611,204,45,581,8,0,At Risk
5057,947,1069,1500,403,232,1708,9,2,Stable
5628,1541,565,767,529,267,1474,2,3,Stable
4088,1363,669,478,405,109,197,3,3,At Risk
3336,809,427,131,289,114,339,11,4,Stable
3887,663,838,272,284,169,1297,9,1,Stable
5972,1442,1200,250,201,224,1291,7,0,Stable
2113,475,435,219,196,56,63,4,1,At Risk
2885,766,352,646,144,35,929,9,0,Stable
3175,754,636,20,182,80,47,4,2,Stable
1804,276,367,471,119,89,422,9,0,Stable
3338,1164,335,723,306,67,1030,3,4,At Risk
2860,739,422,316,246,94,736,10,0,Stable
2834,693,320,446,184,46,1112,0,1,Stable
5224,1780,1056,170,478,157,1178,6,1,Stable
4936,894,650,1153,442,185,984,4,3,At Risk
3731,700,521,874,201,153,414,11,4,At Risk
2304,717,257,261,114,81,531,8,4,Stable
6330,1279,1092,495,364,78,2498,9,0,Stable
2022,626,212,354,169,61,360,3,2,Stable
1388,283,314,134,102,37,213,7,1,Stable
3663,573,380,773,140,71,988,1,1,At Risk
10205,2585,1114,2181,534,448,1167,7,3,At Risk
2437,461,477,715,222,77,50,10,1,At Risk
6203,1870,1473,656,590,239,1801,10,3,At Risk
2766,769,646,46,109,129,1033,0,2,Stable
3279,1097,369,870,322,52,579,9,1,At Risk
5416,1660,775,15,400,228,849,6,4,Stable
1781,331,317,239,153,57,85,11,1,At Risk
1539,477,160,118,135,39,98,8,0,At Risk
9991,2780,1791,1229,401,440,3002,0,3,Stable
11772,3340,1967,616,864,117,4647,5,4,Stable
2288,724,430,462,90,77,115,8,0,Critical
3982,1054,947,670,241,165,1557,4,2,Stable
2967,721,418,359,163,102,919,8,4,Stable
2180,604,426,434,194,77,761,5,1,Stable
1502,314,247,37,60,66,506,5,3,Stable
3713,692,613,955,332,44,953,7,0,Stable
1355,370,267,184,74,17,406,6,4,Stable
2003,394,486,370,68,88,789,6,0,Stable
1798,298,412,149,137,30,346,2,2,Stable
1798,269,352,524,179,50,578,0,1,At Risk
2719,738,460,368,250,31,581,4,3,Stable
1572,349,257,87,148,26,403,6,0,Stable
4091,1229,892,195,226,69,1228,6,1,Stable
2018,454,267,168,89,85,158,6,4,Stable
2716,671,511,629,246,77,720,4,2,At Risk
1300,300,228,120,41,54,17,10,4,Stable
6028,1688,1189,148,580,125,769,6,4,Stable
2333,516,298,312,130,90,158,2,2,At Risk
3924,1344,801,252,309,115,881,3,4,Stable
8632,2910,1675,2384,490,246,1715,11,0,At Risk
11099,3547,1409,1241,816,440,320,9,0,At Risk
2648,884,443,250,141,63,23,11,2,At Risk
6669,1599,1345,896,348,137,260,5,3,At Risk
2373,610,558,20,130,73,507,1,2,Stable
3088,921,365,491,263,113,30,0,2,Critical
2153,622,218,637,95,25,318,4,4,At Risk
11238,3687,1402,1156,681,223,3116,3,0,Stable
3366,987,836,944,172,107,119,5,0,Critical
7996,2795,1721,292,286,257,773,11,2,At Risk
11072,2432,2127,1959,895,302,2776,7,3,Stable
3726,1179,446,189,341,146,1219,1,3,Stable
2715,786,440,716,128,97,635,6,4,Stable
1318,379,273,286,74,53,274,7,1,At Risk
3456,743,810,907,317,86,172,11,4,Critical
4757,1460,748,988,437,184,1168,8,0,At Risk
2287,754,571,461,183,104,183,1,4,Critical
2133,413,258,338,134,66,186,6,3,At Risk
2659,731,420,435,108,70,950,3,0,Stable
2866,654,662,673,205,96,269,9,3,Critical
2151,748,424,369,122,101,355,0,4,Critical
2247,552,498,291,117,108,337,0,0,At Risk
2694,527,636,571,237,79,421,1,1,At Risk
2225,503,391,643,131,79,788,2,3,At Risk
3899,1094,527,1063,255,96,1518,9,1,Stable
12403,2049,2530,1210,733,303,1446,8,4,Stable
7222,1955,1332,838,572,215,2390,0,3,At Risk
2245,754,484,644,101,66,66,3,0,Critical
8043,2574,1421,561,612,344,2972,7,3,Stable
8143,1331,1805,312,539,105,2865,9,0,Stable
2802,976,659,400,233,117,357,8,1,At Risk
3328,964,706,445,221,87,1310,6,0,Stable
3196,583,676,525,177,115,1116,10,3,Stable
2317,353,435,22,88,95,509,2,4,Stable
1633,300,278,101,107,64,348,1,0,Stable
5244,1665,1289,1262,271,197,215,10,4,Critical
1611,248,316,174,149,72,17,11,0,At Risk
1699,334,384,467,80,19,515,7,4,Stable
5653,1704,993,964,485,207,653,7,1,At Risk
2932,783,537,18,183,113,1094,1,2,Stable
6487,1988,1293,1903,200,214,2480,11,3,At Risk
3224,964,674,306,157,47,1153,8,2,Stable
1404,224,234,155,132,36,43,6,1,At Risk
3879,1274,595,1059,200,124,1527,0,0,At Risk
4415,862,600,1162,313,82,371,4,1,At Risk
9316,2428,1523,1914,658,422,3201,0,2,At Risk
2856,796,376,8,217,93,1091,11,0,Stable
4027,739,654,4,388,60,1012,0,1,Stable
2856,986,660,152,233,38,325,10,1,Stable
4085,1011,1007,934,282,116,1357,10,0,At Risk
2555,412,476,639,239,32,481,0,4,At Risk
2755,929,335,185,232,98,213,6,4,At Risk
3054,816,501,72,145,129,308,6,4,Stable
2083,603,396,266,96,73,162,3,2,At Risk
1773,452,275,494,158,21,605,0,3,At Risk
1527,483,199,240,58,19,456,1,4,Stable
3815,597,511,838,163,56,565,2,2,At Risk
1511,307,258,321,119,69,109,7,3,At Risk
8958,2185,1186,2295,383,380,1567,6,3,At Risk
2284,377,313,674,205,71,272,0,2,At Risk
6775,1972,1564,1992,297,127,548,5,4,Critical
11838,2707,2567,1917,580,587,4341,0,4,Stable
3658,748,396,365,243,105,174,3,2,Stable
3550,534,525,839,257,164,1062,9,2,Stable
1879,552,337,396,129,35,579,9,2,At Risk
1437,455,156,337,90,52,407,8,3,Stable
9615,2201,1946,865,337,404,2423,9,1,Stable
9450,2483,1489,1653,672,391,2433,7,1,Stable
1887,368,301,104,156,65,484,4,2,Stable
4240,1163,592,279,266,162,1525,4,1,Stable
8927,1360,1339,988,446,136,1076,8,1,Stable
3702,917,848,789,146,67,1235,4,0,At Risk
2172,605,474,198,114,37,136,8,1,At Risk
3141,1047,754,309,296,100,87,0,2,Critical
2079,470,425,498,116,64,357,9,0,At Risk
1701,515,317,466,138,79,111,8,2,Critical
1547,416,214,389,78,62,179,11,3,At Risk
1353,453,270,75,52,23,356,2,3,Stable
3757,862,886,515,343,62,1484,11,3,Stable
2123,453,234,447,94,42,426,1,1,At Risk
2775,908,461,592,98,138,998,0,0,At Risk
3814,609,466,454,216,64,640,11,4,Stable
3469,614,768,437,310,86,552,11,0,Stable
7180,1195,1379,1243,263,161,2543,11,3,Stable
3051,972,707,620,125,30,376,4,2,At Risk
1919,291,210,42,153,40,339,8,2,Stable
1933,623,455,373,105,35,28,2,1,Critical
4112,987,452,631,286,201,1554,9,4,Stable
1568,236,224,17,87,61,234,6,4,Stable
3249,748,401,58,319,137,700,2,2,Stable
1536,287,187,91,138,67,364,11,1,Stable
3584,985,450,382,301,71,774,11,0,Stable
2588,739,445,590,198,119,427,10,3,Critical
1359,336,295,128,88,43,93,3,4,At Risk
2068,326,485,473,120,26,541,9,0,Stable
2371,666,438,354,72,81,899,8,1,Stable
1289,410,159,80,100,18,280,11,1,Stable
9168,2695,1025,2137,637,291,15,6,0,At Risk
4908,1550,854,1063,180,154,631,5,0,At Risk
2072,393,445,22,162,74,176,0,2,At Risk
2795,916,539,616,187,41,338,10,1,At Risk
4023,862,753,806,215,181,799,2,4,At Risk
1859,283,199,209,85,73,721,4,4,Stable
4012,1278,648,757,299,198,1081,11,2,Stable
9781,3309,1785,444,426,101,1545,0,1,At Risk
3223,906,611,568,211,107,1111,4,0,Stable
6654,1306,670,344,542,195,2187,5,4,Stable
3472,695,451,117,296,90,203,11,4,Stable
6274,1526,1521,377,373,127,1088,10,0,Stable
3324,1095,586,121,193,51,223,9,0,At Risk
4552,818,935,168,305,223,41,1,4,Stable
1725,543,252,457,92,77,185,6,3,Critical
1398,291,262,377,126,59,326,9,0,Stable
3853,1201,591,848,293,58,1108,7,4,At Risk
9731,3250,1406,2283,540,474,2410,5,1,At Risk
1361,320,220,147,57,34,373,6,3,Stable
9933,2215,1678,1621,977,291,705,9,1,At Risk
2715,842,406,663,264,96,76,0,3,Critical
3523,901,488,516,163,79,1393,9,1,Stable
1411,404,273,311,69,40,51,8,2,Critical
4042,1109,635,513,202,128,137,1,3,At Risk
11657,2104,1518,1210,630,190,463,6,3,At Risk
3505,1117,749,890,182,73,1180,8,1,At Risk
1818,343,379,181,55,25,665,4,1,Stable
3820,1285,890,545,321,99,196,3,1,Critical
11766,2354,2156,381,824,340,3351,0,0,Stable
1316,390,186,201,46,43,134,1,3,Stable
2720,562,624,494,266,121,149,1,1,At Risk
2839,606,403,332,151,46,951,5,0,Stable
1906,404,378,369,171,25,257,8,0,Stable
2639,790,339,349,252,39,996,3,0,Stable
2752,719,534,351,85,45,765,10,3,Stable
3823,1248,864,484,372,46,374,3,1,Critical
2167,458,392,558,121,83,680,10,0,Stable
1680,484,286,366,62,76,608,6,2,Stable
2049,615,510,280,142,89,628,7,3,At Risk
2756,496,284,528,90,120,137,1,3,At Risk
1809,416,270,447,92,38,210,6,2,At Risk
2936,723,698,401,259,37,93,1,0,At Risk
2494,551,489,631,213,110,471,4,2,At Risk
4979,1067,902,264,487,215,50,4,4,Stable
3390,973,663,603,108,47,1312,11,0,Stable
1837,354,272,198,126,46,292,1,2,Stable
6047,1764,669,180,225,144,1944,5,2,Stable
3920,1321,553,1048,367,54,1144,2,1,At Risk
2040,536,306,299,66,98,55,10,3,At Risk
2712,738,466,439,256,111,667,9,4,Stable
2701,442,429,419,138,91,483,2,1,Stable
3659,1181,651,595,280,90,425,3,0,At Risk
7934,1643,1026,1394,483,387,616,2,2,At Risk
8176,2232,1043,2137,592,197,1768,6,1,Stable
4062,1404,620,1154,240,132,1361,7,1,At Risk
1975,531,337,366,158,69,234,11,3,At Risk
6279,1851,949,708,265,91,2274,1,4,Stable
2168,518,404,334,112,80,136,8,1,At Risk
3737,605,547,788,173,64,131,4,1,At Risk
6563,2031,830,1041,338,286,2020,3,0,Stable
2178,341,499,170,91,44,847,3,4,Stable
3016,875,392,549,219,112,1104,5,2,Stable
2819,435,690,751,173,40,733,4,2,Stable
3534,1139,876,112,204,111,79,11,3,At Risk
